Track,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Dr. Stein - 2024 Remaster,1988,306000,4,0.422,0.869,0,-6.973,1,0.0717,0.000826,0.0,0.199,0.525,148.983,43,Metal
You,1996,124306,4,0.301,0.994,0,-5.758,1,0.0706,0.00019,0.0,0.214,0.385,155.634,16,Punk
Any Love,1981,302533,4,0.691,0.648,5,-7.381,0,0.0281,0.488,0.0,0.0814,0.707,92.854,40,R&B
Root Down,1995,212093,4,0.838,0.921,0,-7.588,1,0.0868,0.319,3.27e-06,0.399,0.887,100.003,52,Punk
Party Up (Up In Here),1999,228400,4,0.554,0.941,11,-2.68,1,0.331,0.065,0.0,0.19,0.411,100.805,45,Rap
"You’re The First,The Last,My Everything",1975,188000,4,0.598,0.807,5,-6.652,1,0.0282,0.000288,0.00246,0.181,0.919,132.072,4,Pop
You Can Do It,1988,259088,4,0.947,0.853,1,-4.489,0,0.164,0.000931,0.0,0.0502,0.887,99.887,65,Rap
The 11th Hour,2003,147897,4,0.432,0.946,5,-5.149,1,0.184,0.00973,1.35e-05,0.152,0.619,170.196,43,Punk
Outside (feat. Ellie Goulding),2015,227266,4,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,85,EDM
Follow,1981,233000,4,0.682,0.468,6,-13.994,0,0.0439,0.036,0.368,0.195,0.921,133.826,6,Rock
Mary Jane’s Last Dance,1994,271000,4,0.427,0.698,2,-7.15,1,0.0539,0.0486,0.0,0.109,0.62,168.717,46,Pop
Wild Wild West (feat. Dru Hill & Kool Mo Dee) - Album Version With Intro,1999,268453,4,0.861,0.597,10,-7.221,0,0.162,0.0983,0.0,0.176,0.694,107.016,52,Rap
Lizard Life,1994,309000,4,0.642,0.762,5,-8.05,1,0.0261,0.0048,0.0111,0.364,0.569,112.0,15,Rock
Theme From Shaft,1971,279000,4,0.487,0.716,9,-17.689,0,0.0463,0.233,0.00445,0.113,0.819,120.795,56,Pop
Hurdy Gurdy Man,1968,193000,4,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,52,Pop
Dream On,1976,267000,4,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,82,Pop
Never Too Much,1981,230466,4,0.734,0.586,2,-11.866,1,0.129,0.125,0.0,0.0367,0.762,109.933,73,R&B
Odyssey,1981,336000,4,0.425,0.547,1,-7.551,1,0.0257,0.155,0.000213,0.104,0.118,86.66,23,Rock
Don’t Bet Money Honey,1961,153000,3,0.74,0.183,5,-12.344,1,0.0392,0.288,0.834,0.0959,0.608,100.355,0,Pop
See My Jumper Hangin' On The Line,1996,171293,4,0.525,0.216,4,-13.635,1,0.0559,0.829,0.00339,0.335,0.137,175.288,25,Blues
Take Me As I Am Or Let Me Go,1958,174946,4,0.526,0.273,0,-11.811,1,0.0261,0.406,0.00491,0.201,0.487,65.3,9,Country
Lady Love,1978,242386,4,0.657,0.673,0,-7.685,1,0.0573,0.372,0.000991,0.049,0.789,90.328,50,R&B
That's The Way I Feel About 'Cha,1972,310226,4,0.439,0.443,2,-11.116,1,0.0373,0.567,5.98e-05,0.57,0.716,106.382,39,R&B
Hey Deanie,1978,219000,4,0.624,0.769,5,-10.718,1,0.028,0.182,4.37e-06,0.331,0.96,130.184,26,Pop
Shadowboxin',2000,209973,4,0.704,0.642,1,-10.11,1,0.39,0.00704,1.43e-06,0.161,0.72,92.09,61,Rap
White Room,1968,298000,4,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,69,Pop
Love & War,2013,371306,4,0.46,0.799,6,-4.913,1,0.0516,2.2e-05,0.00296,0.075,0.239,127.98,18,EDM
Thank You (Not So Bad),2018,140000,4,0.673,0.95,11,-5.149,1,0.0488,0.0229,0.0823,0.398,0.563,150.019,85,EDM
i,2017,231933,4,0.755,0.884,10,-5.296,0,0.0638,0.0208,2.97e-06,0.248,0.897,121.927,69,Rap
Shock Wave,1978,314000,4,0.368,0.847,4,-8.89,0,0.0468,0.0138,1.61e-06,0.123,0.505,132.26,24,Rock
Five O’clock World,1966,138000,4,0.496,0.691,9,-9.833,1,0.0327,0.0737,1.75e-05,0.051,0.893,126.43,43,Pop
Good News,2020,342040,4,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,69,Rap
Yeah! (feat. Lil Jon & Ludacris),2004,250373,4,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,85,R&B
"Trouble No More (Source) - Bear's Sonic Journals: Live at Fillmore East,02/11/1970",1990,308000,4,0.544,0.683,5,-12.224,1,0.0318,0.107,0.00332,0.346,0.795,129.273,31,Rock
"Cold,Cold Heart",1951,165800,4,0.576,0.166,2,-12.052,1,0.0371,0.887,0.0,0.153,0.541,113.199,47,Country
"Someone Else Is Steppin' In (Slippin' Out,Slippin' In)",1994,261959,4,0.497,0.86,10,-7.493,0,0.156,0.12,0.000153,0.657,0.668,103.696,18,Blues
Snowbird,1970,134226,4,0.531,0.48,9,-10.633,1,0.0366,0.256,0.000136,0.0908,0.881,104.117,51,Country
I Love Playin' With Fire,1977,201213,4,0.279,0.761,9,-6.241,1,0.054,0.08,0.00739,0.314,0.621,136.904,35,Punk
Dream Weaver,1976,256000,4,0.266,0.389,4,-13.682,1,0.0305,0.244,1.42e-06,0.0688,0.148,140.243,57,Pop
Let's Stay Together,1971,199396,4,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,76,R&B
E.S.P.,1987,334000,4,0.633,0.929,4,-10.031,0,0.0372,0.00522,0.0362,0.0662,0.741,136.996,27,Rock
Party Freaks,2015,213851,4,0.686,0.861,6,-4.06,0,0.0282,0.00085,0.000206,0.217,0.602,127.975,32,EDM
Your Love Is King,1984,219893,3,0.741,0.421,9,-6.789,1,0.0303,0.577,7.19e-05,0.0374,0.595,134.621,59,R&B
Animal,1981,163066,4,0.156,0.913,4,-9.601,1,0.0493,0.0235,0.00297,0.328,0.529,181.824,25,Punk
Heartlight,1982,265000,4,0.57,0.339,3,-17.679,1,0.031,0.539,7.55e-05,0.152,0.556,119.605,35,Pop
Yellow Bird,1961,339000,4,0.596,0.655,4,-6.701,1,0.0283,0.028,0.571,0.11,0.198,86.49,39,Pop
Venus,1986,229000,4,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.911,126.113,69,Pop
Erase Me - Main,2010,192253,4,0.687,0.631,9,-5.612,1,0.129,0.063,0.0,0.108,0.853,186.071,67,Rap
Freaky Girl,2021,225293,4,0.761,0.626,7,-2.862,1,0.0522,0.0361,2.71e-05,0.121,0.663,147.019,45,Rap
Alive,1991,340907,4,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,75,Alt. Rock
Snow (Hey Oh),2006,334666,4,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,79,Alt. Rock
Personal Property,1992,261000,4,0.532,0.915,2,-6.175,1,0.0537,0.00537,3.32e-05,0.076,0.522,132.012,26,Rock
I Got You Babe,1965,190000,3,0.629,0.795,6,-6.02,1,0.0278,0.136,5.44e-06,0.132,0.6,110.583,64,Pop
Not Ready to Make Nice,2006,237296,4,0.425,0.554,6,-4.145,1,0.0298,0.134,8.56e-05,0.0963,0.288,83.917,62,Country
Running Bear,1960,165000,4,0.61,0.688,7,-9.308,1,0.0357,0.573,0.0,0.164,0.761,119.831,41,Pop
Wine Me Up,1969,144120,4,0.547,0.254,9,-16.548,1,0.0461,0.133,8.24e-05,0.263,0.903,139.65,32,Country
Them There Eyes,1937,169333,4,0.556,0.248,8,-12.448,1,0.122,0.773,0.0,0.389,0.789,156.933,31,Jazz
Little Suzi,1986,297000,4,0.55,0.719,2,-9.809,1,0.0387,0.0315,2.53e-06,0.115,0.358,89.975,47,Metal
Christmas Time Is Here - Vocal,1965,166386,3,0.388,0.145,9,-19.697,0,0.0321,0.978,6.86e-06,0.0997,0.0914,75.465,38,Jazz
For Reasons Unknown,2006,212266,4,0.504,0.884,3,-4.214,1,0.0366,0.000458,0.0399,0.108,0.516,140.398,62,Alt. Rock
Megalomaniac,2004,294800,4,0.532,0.943,7,-4.549,0,0.0512,0.0056,0.000587,0.317,0.371,140.042,55,Alt. Rock
Toy Soldiers,1989,287000,4,0.513,0.591,1,-6.407,0,0.0274,0.405,0.0,0.126,0.173,130.167,61,Pop
Pink Shoe Laces,1959,159000,4,0.644,0.925,10,-4.926,1,0.27,0.676,0.0,0.38,0.816,155.276,36,Pop
Ain’t Gonna Bump No More (WITH No Big Fat Woman),1977,195000,4,0.742,0.745,2,-8.68,1,0.0633,0.0176,0.00202,0.321,0.896,113.194,0,Pop
Giving You The Benefit,1990,341000,4,0.706,0.8,5,-10.496,0,0.0468,0.144,0.00137,0.0998,0.931,103.074,33,Pop
Revolution Is My Name,2003,316493,4,0.243,0.988,8,-3.485,1,0.197,6.17e-05,0.12,0.341,0.277,89.905,55,Metal
Street Justice,1986,93426,4,0.404,0.924,7,-10.437,1,0.044,0.000401,0.944,0.0952,0.377,83.254,28,Punk
Harper Valley Pta,1968,195000,4,0.809,0.717,4,-6.602,1,0.0393,0.574,0.0,0.089,0.919,122.463,56,Pop
Time Is Tight,1969,195000,4,0.772,0.43,9,-14.602,0,0.0464,0.067,0.889,0.104,0.959,134.561,49,Pop
Shoot Shoot - 2007 Remaster,1978,219893,4,0.475,0.912,2,-7.023,1,0.058,3.78e-05,2.25e-05,0.0806,0.592,137.805,29,Metal
Like Light to the Flies,2006,340626,4,0.512,0.952,2,-3.903,0,0.0424,2.13e-05,0.00232,0.346,0.453,106.028,47,Metal
You've Done Enough,2016,213546,4,0.685,0.791,0,-6.628,1,0.0337,0.016,0.153,0.703,0.539,125.052,49,EDM
Have You Ever Really Loved A Woman?,1995,291000,3,0.57,0.478,7,-10.185,1,0.0322,0.536,1.33e-05,0.0931,0.358,145.517,68,Pop
RAPSTAR,2021,165925,4,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,76,Rap
Delirious (Boneless) (feat. Kid Ink),2013,223413,4,0.706,0.912,8,-4.44,0,0.0565,0.0195,0.0,0.232,0.925,128.004,58,EDM
Justify My Love,1991,300000,4,0.696,0.655,7,-12.594,1,0.124,0.00218,0.738,0.0526,0.48,99.648,44,Pop
Doctor Doctor - 2007 Remaster,1974,252453,4,0.361,0.799,2,-6.962,0,0.0392,0.000173,9.13e-05,0.496,0.576,143.077,60,Metal
My Song,1978,369666,4,0.443,0.0944,0,-16.703,1,0.0406,0.914,0.517,0.123,0.118,119.517,35,Jazz
The Dreamer - feat. Maya Angelou,2011,353893,4,0.366,0.776,1,-5.385,1,0.159,0.353,0.0,0.197,0.651,96.155,22,Rap
Still Not A Player,1998,236000,4,0.9,0.62,4,-6.518,0,0.312,0.2,0.00156,0.0647,0.867,94.121,69,Pop
Join The Army,1987,217466,4,0.413,0.799,6,-9.409,0,0.0758,0.00409,0.0,0.05,0.736,89.147,37,Metal
Dirty Boots,1990,328560,4,0.314,0.665,11,-13.868,0,0.039,0.208,0.216,0.0751,0.182,141.906,48,Alt. Rock
Music Box Dancer,1979,192000,4,0.466,0.471,1,-13.762,1,0.039,0.573,0.82,0.121,0.794,132.109,46,Pop
You Don’t Mess Around With Jim,1972,182000,4,0.763,0.736,11,-6.958,0,0.0491,0.584,1.71e-05,0.145,0.967,82.046,63,Pop
The Shadow Of Love,1985,229960,4,0.483,0.6,5,-11.83,1,0.0323,0.159,0.299,0.521,0.655,109.925,42,Punk
"Um,Um,Um,Um,Um,Um",1964,321000,4,0.656,0.469,7,-9.433,1,0.0419,0.783,0.0,0.103,0.513,124.981,40,Pop
Hold On,1982,227000,4,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,71,Pop
Burn - 2004 Remix,1974,363000,4,0.342,0.933,0,-4.241,1,0.053,0.0227,0.0668,0.38,0.496,97.947,15,Rock
Head Games,1980,217000,4,0.678,0.693,1,-6.133,1,0.0249,0.0139,0.0,0.0596,0.623,107.415,56,Pop
On & On,1997,226133,4,0.761,0.403,11,-10.424,0,0.158,0.0392,0.0113,0.256,0.346,80.476,68,R&B
Hit Me With Your Best Shot,1981,171000,4,0.741,0.58,4,-9.05,1,0.0304,0.117,3.61e-05,0.212,0.944,127.402,71,Pop
Good Time Charlie,1977,151405,4,0.521,0.687,2,-7.998,1,0.0338,0.261,2.67e-05,0.144,0.763,111.944,4,Blues
Miss You,1978,127000,4,0.702,0.923,1,-5.077,0,0.295,0.21,0.0,0.06,0.687,128.021,66,Pop
Ships On The Ocean,1965,249626,3,0.533,0.109,9,-17.54,1,0.0778,0.638,0.000739,0.0934,0.442,181.388,34,Blues
In a Darkened Room,1991,235066,4,0.348,0.668,4,-8.97,0,0.0313,0.00275,1.05e-06,0.192,0.364,62.919,62,Metal
Fields of Athenry,2005,264473,4,0.29,0.877,3,-3.246,1,0.0511,5.11e-05,0.0,0.209,0.281,140.292,43,Punk
Waiting On A Friend,1982,274000,4,0.611,0.794,0,-6.042,1,0.0283,0.155,0.0365,0.568,0.905,116.981,61,Pop
Damage Case,1979,182133,4,0.27,0.922,3,-6.987,0,0.109,0.00488,7.35e-06,0.854,0.515,161.803,47,Metal
Indian Lake,1968,163000,4,0.695,0.652,7,-9.051,1,0.0316,0.074,6.89e-05,0.0787,0.962,131.857,39,Pop
Metal Church,1984,302360,4,0.428,0.947,10,-8.516,0,0.0751,0.000679,0.0563,0.262,0.223,102.335,44,Metal
Hello Mary Lou,1961,138000,4,0.602,0.633,9,-9.756,1,0.0314,0.502,0.0,0.0614,0.931,98.995,57,Pop
Pony Time,1961,148000,4,0.509,0.702,3,-5.695,1,0.0514,0.526,0.0,0.124,0.947,154.571,39,Pop
King Porter Stomp - 1987 Remastered,1987,187946,4,0.563,0.415,1,-13.755,1,0.0609,0.827,0.89,0.0427,0.908,183.857,30,Jazz
Sweet Jane,1969,197826,4,0.629,0.51,2,-10.625,1,0.0317,0.00691,0.0,0.379,0.964,105.173,47,Alt. Rock
CLOUT COBAIN | CLOUT CO13A1N,2018,231333,4,0.794,0.448,10,-4.771,0,0.0539,0.591,0.0,0.109,0.588,120.055,59,Rap
Ignition - Remix,2003,186066,4,0.795,0.523,1,-7.165,1,0.0423,0.061,0.0,0.0914,0.855,133.024,66,R&B
Witchita Lineman,1969,207000,4,0.132,0.882,9,-10.754,1,0.0551,0.0356,0.178,0.127,0.139,170.113,6,Pop
Dismantle Me,2003,146626,4,0.514,0.971,4,-3.69,1,0.0506,0.00829,1.69e-05,0.62,0.675,99.064,47,Punk
I Wanna Be Your Dog,1969,188560,4,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,55,Punk
Don’t Pull Your Love,1971,202000,3,0.567,0.575,11,-6.618,0,0.0255,0.678,2.33e-05,0.0745,0.62,105.461,26,Pop
Angels (feat. Saba),2016,206240,4,0.771,0.647,5,-5.127,0,0.376,0.294,0.0,0.37,0.678,155.914,52,Rap
(Sittin' On) the Dock of the Bay,1968,163755,4,0.768,0.367,2,-11.226,1,0.0315,0.683,1.79e-05,0.081,0.532,103.621,82,R&B
Stand By Your Man,1968,159760,4,0.517,0.246,9,-11.992,1,0.0308,0.788,0.00105,0.133,0.525,105.24,59,Country
It’s So Hard To Say Goodbye To Yesterday,1992,168000,3,0.3,0.224,4,-11.079,1,0.0265,0.915,0.0,0.159,0.286,87.1,48,Pop
Fever,1958,169200,4,0.68,0.544,4,-11.779,0,0.0408,0.644,0.0,0.268,0.833,120.505,33,Jazz
Breed,1991,184040,4,0.262,0.969,4,-4.675,1,0.0894,3.69e-06,0.00213,0.133,0.263,158.433,65,Alt. Rock
Walk Of Life,1986,252000,4,0.461,0.936,4,-6.866,1,0.109,0.435,9.13e-05,0.124,0.804,172.404,62,Pop
Police Oppression,1981,211333,4,0.453,0.86,8,-6.256,1,0.0503,0.0689,1.01e-06,0.228,0.866,93.398,17,Punk
Ruined Castles,1972,79000,4,0.459,0.127,1,-17.77,0,0.0355,0.984,0.848,0.382,0.818,66.081,29,Jazz
Sweet Dreams,1982,173000,4,0.71,0.57,2,-4.99,0,0.0295,0.251,0.000306,0.117,0.486,75.036,77,Pop
Come Go With Me,1987,205000,4,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,75,Pop
The Way I Feel About You,1992,213000,4,0.785,0.387,6,-10.636,1,0.0654,0.0698,0.0248,0.108,0.731,86.889,30,Pop
My Best Friend's Girl,1978,223253,4,0.799,0.608,5,-8.193,1,0.0411,0.0854,0.0138,0.102,0.963,121.916,62,Alt. Rock
When I Say,1997,327000,4,0.536,0.372,2,-9.254,1,0.0273,0.598,0.000155,0.331,0.217,83.167,6,Rock
Disconnect - Live,1992,296000,4,0.0684,0.998,2,-2.469,1,0.247,0.00957,0.922,0.887,0.0446,188.244,20,Punk
Theme From Dr. Kildare (THREE Stars Will Shine Tonight),1962,162000,1,0.271,0.175,9,-14.515,1,0.0348,0.905,0.0,0.251,0.19,110.915,15,Pop
This Ain’t A Love Song,1995,306000,3,0.348,0.635,4,-6.836,1,0.0386,0.0932,0.0,0.126,0.144,87.974,60,Pop
Ghostrider,1992,345733,4,0.188,0.952,5,-6.489,0,0.102,0.00102,0.0516,0.0852,0.203,138.831,38,Punk
Because You Loved Me,1996,273000,4,0.615,0.467,1,-9.883,1,0.0327,0.314,0.0,0.099,0.177,119.919,76,Pop
Crazy,1994,236000,4,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,78,Pop
Brilliant Disguise,1987,254000,4,0.703,0.726,9,-12.438,1,0.029,0.152,1.45e-06,0.0319,0.949,126.353,58,Pop
Where Or When,1960,203000,4,0.277,0.285,0,-10.786,1,0.0348,0.97,0.0731,0.1,0.171,87.281,66,Pop
Paradise City,1987,405600,4,0.268,0.98,11,-5.959,1,0.101,0.019,0.00692,0.182,0.39,100.316,80,Metal
Into the Now,2004,265493,1,0.528,0.936,8,-5.061,1,0.0422,1.06e-05,0.0601,0.0613,0.583,100.028,21,Metal
Barbed Wire Love,1980,212093,3,0.27,0.741,9,-7.654,1,0.0515,0.000815,7.61e-05,0.0779,0.699,174.908,35,Punk
Candida,1970,182000,4,0.783,0.596,7,-10.056,1,0.0676,0.235,0.0,0.0427,0.88,127.576,47,Pop
Country Sunshine,1973,123666,4,0.453,0.51,0,-8.94,1,0.0357,0.458,0.0,0.106,0.747,83.045,35,Country
Numb,2012,326386,4,0.247,0.874,2,-3.398,0,0.0545,6.2e-06,0.0709,0.411,0.305,138.686,37,Blues
School Days,1978,470373,4,0.477,0.539,11,-12.448,0,0.05,0.0388,0.777,0.154,0.788,142.859,32,Jazz
Michelle,1969,104506,3,0.387,0.0948,2,-21.094,0,0.038,0.977,0.924,0.109,0.221,76.614,60,Jazz
For Tomorrow - 2012 Remaster,1993,261240,4,0.631,0.84,2,-6.025,1,0.0285,0.0143,0.0,0.0712,0.653,95.849,43,Alt. Rock
Peach Pickin' Time Down In Georgia,1932,175640,4,0.761,0.147,1,-15.261,1,0.0431,0.99,3.62e-06,0.164,0.706,122.83,0,Country
Chariots Of Fire,1982,202000,4,0.455,0.444,1,-9.8,1,0.0323,0.049,0.0635,0.112,0.0396,136.308,40,Pop
Keep On Truckin’,1973,479000,4,0.45,0.81,1,-9.762,1,0.0472,0.122,0.00963,0.0412,0.86,101.568,38,Pop
If I Had A Hammer,1963,121000,4,0.628,0.423,9,-11.231,1,0.0365,0.326,0.0,0.16,0.353,100.082,44,Pop
Caravan,1962,197960,4,0.634,0.509,5,-9.519,1,0.043,0.673,0.138,0.156,0.591,114.297,0,Jazz
Perdido,1958,151546,4,0.59,0.364,0,-8.817,1,0.0462,0.982,1.07e-05,0.0696,0.689,77.248,20,Jazz
Jump Monk,1956,335240,3,0.419,0.641,1,-11.878,1,0.061,0.517,0.0908,0.429,0.48,99.298,21,Jazz
Uncle Albert/Admiral Halsey,1971,295000,4,0.371,0.507,7,-9.805,1,0.0325,0.58,0.0201,0.175,0.535,91.786,59,Pop
Slip Slidin’ Away,1978,285000,4,0.641,0.409,8,-12.452,1,0.0348,0.743,2.58e-06,0.118,0.315,121.165,55,Pop
Topsy,1958,194492,4,0.767,0.382,7,-12.883,0,0.0366,0.843,0.00399,0.141,0.733,97.747,32,Jazz
Homicide (feat. Eminem),2019,245386,4,0.695,0.758,10,-5.667,0,0.398,0.137,0.0,0.167,0.769,140.056,68,Rap
"Statesboro Blues - Live at the Atlanta International Pop Festival July 3,1970",1970,298000,4,0.363,0.841,2,-9.583,1,0.0624,0.0517,0.0779,0.0851,0.769,163.151,19,Rock
One Chance,1998,355000,4,0.788,0.539,10,-7.164,0,0.192,0.00291,0.000784,0.0452,0.748,90.008,25,Rock
Love Is Stronger Than Pride,1988,258226,4,0.595,0.34,4,-12.362,0,0.0288,0.813,0.000298,0.0946,0.292,87.557,54,R&B
Limitless (feat. Delaney Jane),2017,244610,4,0.509,0.724,0,-4.333,0,0.0499,0.0766,1.07e-05,0.155,0.132,80.033,39,EDM
Rudolph the Red-Nosed Reindeer,1949,186733,4,0.629,0.159,8,-14.056,1,0.0495,0.883,0.0,0.222,0.642,142.157,44,Country
A Fifth Of Beethoven,1976,182000,4,0.687,0.506,0,-13.311,0,0.0407,0.315,0.692,0.0611,0.783,108.759,50,Pop
"You Don't Remember,I'll Never Forget",1995,269733,4,0.461,0.785,8,-12.12,0,0.0567,0.000957,0.648,0.612,0.424,107.01,43,Metal
Black Polished Chrome,1978,67000,4,0.564,0.502,2,-12.27,1,0.0621,0.141,0.000208,0.277,0.708,138.428,46,Rock
Last Cup of Sorrow - 2016 Remaster,1997,257866,4,0.489,0.91,4,-6.746,0,0.0545,3.19e-05,0.09,0.17,0.645,76.774,43,Metal
Ramblin' On My Mind - Mono,1937,186240,4,0.747,0.413,4,-5.701,1,0.0323,0.899,0.0156,0.06,0.661,102.057,35,Blues
Law and Order,1980,193840,4,0.419,0.94,9,-7.197,1,0.0386,0.000242,0.0216,0.148,0.933,92.015,23,Punk
Warning - 2007 Remaster,2007,219226,4,0.771,0.865,6,-6.15,1,0.368,0.232,7.08e-06,0.0909,0.372,85.94,48,Rap
Home Sweet Home,1985,239000,4,0.397,0.776,5,-6.339,1,0.0381,0.0983,4.09e-06,0.189,0.127,76.301,68,Metal
Hell Cat,1976,175000,4,0.524,0.759,5,-13.416,0,0.0621,0.000648,2.92e-05,0.337,0.776,119.253,23,Rock
Little Honda,1964,114000,4,0.429,0.556,1,-9.78,1,0.032,0.203,0.0,0.126,0.766,151.098,44,Pop
Change,1980,246853,4,0.427,0.873,5,-7.569,1,0.0595,0.00061,0.481,0.757,0.569,141.398,8,Punk
So Into You,1977,261000,4,0.656,0.479,7,-7.055,0,0.0348,0.0665,0.00272,0.168,0.708,184.374,69,Pop
"Corinna,Corinna",1961,182000,4,0.623,0.286,9,-13.288,1,0.0991,0.486,4.44e-05,0.0884,0.734,79.106,46,Pop
Some Broken Hearts Never Mend,1977,170800,4,0.622,0.466,9,-14.558,1,0.0257,0.868,0.888,0.108,0.71,97.583,54,Country
Love Me or Leave Me,1955,201390,4,0.503,0.343,11,-13.368,1,0.0798,0.818,0.0,0.0885,0.829,87.406,9,Blues
Mama Talk To Your Daughter,1954,141666,4,0.606,0.369,9,-8.977,0,0.177,0.831,0.00314,0.0761,0.569,136.734,35,Blues
Sowing The Seeds Of Love,1989,379000,4,0.334,0.767,7,-7.574,0,0.036,0.00715,8.63e-05,0.338,0.644,87.027,63,Pop
Give Me One Reason,1965,302533,4,0.792,0.385,0,-13.401,1,0.0602,0.679,0.00658,0.0808,0.506,99.701,24,Blues
Gossip Folks (feat. Ludacris),2002,234893,4,0.707,0.538,0,-5.264,1,0.505,0.362,0.0,0.317,0.439,121.732,57,Rap
School’s Out,1972,210000,4,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,68,Pop
"Easy Come,Easy Go",1970,184000,4,0.811,0.371,2,-14.992,1,0.0328,0.584,0.0019,0.062,0.745,106.682,52,Pop
Tainted Love,1982,153000,4,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,81,Pop
I've Been Away,1966,128000,3,0.574,0.641,7,-8.274,1,0.036,0.288,0.0,0.144,0.796,178.844,8,Rock
Lead Me On,1979,127000,4,0.787,0.478,5,-8.761,0,0.092,0.566,0.0,0.147,0.649,79.029,59,Pop
Southern Rains,1981,153986,4,0.667,0.523,7,-12.147,1,0.0294,0.221,0.0,0.104,0.82,96.967,26,Country
Every Time I Close My Eyes,1997,296000,4,0.654,0.417,5,-7.699,1,0.025,0.0624,0.0,0.0963,0.279,143.676,60,Pop
I Was Made For Lovin' You,1979,271000,4,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,82,Metal
Sexual Healing,1982,238600,4,0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,71,R&B
California Sun,1964,234000,4,0.789,0.753,0,-3.71,1,0.0537,0.0038,0.0,0.18,0.403,125.007,74,Pop
People Are People,1984,231960,4,0.681,0.829,9,-7.305,0,0.0626,0.0795,2.09e-06,0.327,0.814,119.975,61,Alt. Rock
"Pepino,The Italian Mouse",1963,161000,4,0.792,0.529,1,-8.872,1,0.146,0.694,0.0,0.066,0.87,125.551,23,Pop
"Oh,Lonesome Me",1957,150506,4,0.714,0.592,10,-12.388,1,0.0356,0.76,1.23e-05,0.0885,0.929,102.987,42,Country
All She Wants To Do Is Dance,1985,269000,4,0.702,0.558,7,-11.952,1,0.0288,0.0304,0.0,0.0528,0.903,114.932,55,Pop
I Don't Wanna Go Home,2015,203440,4,0.682,0.764,1,-7.253,1,0.0562,0.0187,0.0169,0.0539,0.644,125.003,36,EDM
Family Man,1983,179000,4,0.731,0.648,2,-5.406,1,0.117,0.138,0.0,0.151,0.377,75.01,45,Pop
Rap God,2013,363521,4,0.709,0.843,7,-2.66,1,0.314,0.395,0.0,0.799,0.625,148.134,74,Rap
We Dem Boyz,2014,224933,4,0.717,0.862,8,-4.736,1,0.054,0.00689,0.0,0.321,0.52,130.021,63,Rap
Step Up,2004,197293,4,0.431,0.962,6,-3.269,1,0.0789,8.34e-06,5.04e-06,0.321,0.585,156.103,52,Metal
Shiny Stockings,1960,314266,4,0.566,0.313,5,-14.823,0,0.0561,0.782,0.00145,0.0657,0.481,117.624,35,Jazz
Adia / Angel,1998,250000,4,0.354,0.613,3,-6.412,1,0.0353,0.812,3.12e-06,0.763,0.322,151.43,25,Pop
Slow Down Sister,1990,357000,4,0.515,0.901,2,-6.128,1,0.0517,0.0578,0.000333,0.0899,0.48,94.935,17,Rock
Spoonman,1994,246920,4,0.457,0.902,7,-5.624,1,0.0313,2.17e-05,0.196,0.258,0.834,92.711,67,Alt. Rock
Sock It To Me-Baby!,1967,186000,4,0.65,0.712,2,-8.096,0,0.0661,0.586,0.0,0.628,0.845,144.955,21,Pop
Quiet Whiskey,1950,146930,4,0.582,0.73,8,-7.913,1,0.112,0.112,0.0,0.44,0.898,100.069,29,R&B
Gold Digger,2005,207626,4,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,80,Rap
Blind Man,1960,181253,4,0.471,0.105,7,-12.852,1,0.0564,0.986,0.00869,0.0787,0.38,80.912,2,Blues
Americans,1974,313000,4,0.614,0.763,4,-8.949,0,0.133,0.171,0.0,0.119,0.885,84.236,61,Pop
